No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Smile
15919,2952577,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC1=CC=C(C=C1)C(=O)NN2C(=O)C3C4C=CC(C3C2=O)O4
15921,977785,1,0,Active,88,1,0,Active,42,1,0,Active,42,1,0,Active,43,1,0,Active,84,C1=CC=C(C(=C1)CSC2=NC=C(N2)C3=CC=C(C=C3)[N+](=O)[O-])Cl
15922,914065,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCNC(=S)NS(=O)(=O)C1=CC=CC=C1
15925,6343586,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,1,0,Active,41,CC1=CC=C(C=C1)S(=O)(=O)N=C(C2=CC=C(C=C2)Cl)NC3=C(N(N(C3=O)C4=CC=CC=C4)C)C
15929,5503860,1,0,Active,43,1,0,Active,42,1,0,Active,85,1,0,Active,86,1,0,Active,42,CC(=CC(=O)C1=CC=C(C=C1)Br)NCC2=CC3=C(C=C2)OCO3
15940,573971,1,0,Active,89,1,0,Active,84,1,0,Active,43,1,0,Active,41,1,0,Active,43,C1=CC=C(C=C1)C2=NN=C(N2C3=CC=CC=C3)SCC(=O)C4=CC=CS4
15941,2927891,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CN(CC(O1)C)C=C2C(=NN(C2=O)C3=CC=CC=C3)C
15944,2176319,1,0,Active,45,1,0,Active,89,1,0,Active,41,1,0,Active,41,1,0,Active,42,CC1=CC=CC=C1CSCCNC(=O)CSCC2=CC=C(C=C2)[N+](=O)[O-]
15945,887037,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCNC(=S)NC1=CC(=CC=C1)Cl
15946,5395960,1,0,Active,89,1,0,Active,40,1,0,Active,85,1,0,Active,41,1,0,Active,86,CC1=C(C(=O)C=CC1=NS(=O)(=O)C2=CC=C(C=C2)OC)C
15955,9587702,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,42,CC1=CC=C(C=C1)S(=O)(=O)N=C(C2=CC=C(C=C2)F)N3C(=NC4=CC=CC=C43)C
15956,5510122,1,0,Active,64,0,0,Inactive,0,1,0,Active,63,1,0,Active,63,1,0,Active,86,C1=CC=C(C=C1)C2=NN(C=C2C=NNC(=O)C3=CC=C(O3)Br)C4=CC=CC=C4
15962,2866900,1,0,Active,85,0,0,Inactive,0,1,0,Active,41,1,0,Active,87,1,0,Active,87,C1CCN(C1)C2=CC(=C(C=C2)[N+](=O)[O-])NCC3=CC=CC=C3
15967,135411552,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,CC1=NN=C(N1C2=CC=CC=C2)SCC(=O)NN=CC3=C(C=CC(=C3)OC)O
15971,2580712,1,0,Active,85,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,1,0,Active,43,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCCN(C3=CC=C(C=C3)Cl)C(=O)C4=CC(=CC=C4)[N+](=O)[O-]
15977,2174530,1,0,Active,44,0,0,Inactive,0,1,0,Active,85,1,0,Active,40,1,0,Active,63,CCC1=CC=C(C=C1)OCCNC(=O)C2=C(C=CC(=C2)SC)Cl
15985,705975,1,0,Active,87,1,0,Active,40,1,0,Active,42,1,0,Active,87,1,0,Active,85,COC1=CC=C(C=C1)NC2=C3C=C(SC3=NC=N2)C4=CC=CC=C4
15990,1300140,1,0,Active,43,1,0,Active,67,1,0,Active,85,1,0,Active,85,1,0,Active,42,CC1=C(C=C(O1)C2=CC(=CC(=C2)Cl)Cl)C(=O)NCCC3=CC=C(C=C3)OC
15993,2951421,1,0,Active,88,1,0,Active,43,1,0,Active,41,1,0,Active,41,1,0,Active,43,COC1=CC=C(C=C1)C(CC(=O)NC2=CC=C(C=C2)F)C3=CC=CC=C3
15995,2951586,1,0,Active,88,1,0,Active,41,1,0,Active,88,0,0,Inactive,0,1,0,Active,83,CC1=CC=CC=C1OC2C(N(C2=O)CCC3=CC(=C(C=C3)OC)OC)C4=CC5=C(C=C4)OCO5
16001,2922778,1,0,Active,41,1,0,Active,83,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CC(C)NCCOCCSC1=CC=C(C=C1)Cl.C(=O)(C(=O)O)O
16003,9587194,1,0,Active,62,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,83,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)ON=C(C4=CC=C(C=C4)Cl)N
16004,6886122,1,0,Active,41,0,0,Inactive,0,1,0,Active,41,1,0,Active,85,1,0,Active,84,C1=CC=C(C=C1)OCC2=NNC(=S)N2N=CC3=CC=C(C=C3)[N+](=O)[O-]
16005,2927468,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCNC(=S)N1CC(OC(C1)C)C
16009,2951767,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,92,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4
16011,9587263,1,0,Active,84,1,0,Active,42,1,0,Active,85,1,0,Active,89,1,0,Active,42,CC(=CC1=CC=CC=C1)C=NN2C(=NNC2=S)C3=CN=CC=C3
16018,877385,1,0,Active,89,0,0,Inactive,0,1,0,Active,65,1,0,Active,86,0,0,Inactive,0,CC1=CC=C(C=C1)NCCC(=O)C2=CC(=C(C=C2)Cl)Cl
16021,1329154,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,CC1=C(C=CC=C1NC(=S)NC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O
16022,1312447,1,0,Active,42,0,0,Inactive,0,1,0,Active,42,1,0,Active,41,1,0,Active,42,CC(C)NC(=O)C1=CC=CC=C1NC(=O)C(=CC2=CC=C(C=C2)OC)C3=CC=CC=C3
16026,2951772,1,0,Active,85,0,0,Inactive,0,1,0,Active,43,1,0,Active,42,1,0,Active,86,CNC(=S)N1C(CC(=N1)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)N(C)C
16033,767504,1,0,Active,42,0,0,Inactive,0,1,0,Active,42,1,0,Active,87,1,0,Active,42,C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=CS3)C4=CC=CC=C4
16037,1292194,1,0,Active,88,1,0,Active,41,1,0,Active,42,1,0,Active,41,1,0,Active,87,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)NC(=O)C(C)C
16041,898953,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)NC2CCCCC2
16044,712879,1,0,Active,83,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,C1CCC(=CC1)CCNC(=O)C=CC2=CC=C(C=C2)F
16046,898897,1,0,Active,93,1,0,Active,42,1,0,Active,91,1,0,Active,85,1,0,Active,93,C1=CC(=CC(=C1)Cl)C=CC(=O)NC2=CC=NC=C2
16048,1293810,1,0,Active,83,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,0,0,Inactive,0,CCOC1=C(C=C(C=C1)CC(=O)NC2=C(C(=C(S2)CC3=CC=CC=C3)C)C(=O)N)OCC
16052,803954,1,0,Active,89,0,0,Inactive,0,1,0,Active,44,1,0,Active,42,1,0,Active,85,CC1=CC(=CC(=C1)N2C(=C3C(=O)C=CC=C(C3=C2C)OC)C)C
16053,2924495,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=C(C(=CC=C1)C)NC(=O)CCN2C(=O)C3C4CCC(C4)C3C2=O
16055,678271,1,0,Active,64,0,0,Inactive,0,1,0,Active,41,1,0,Active,65,1,0,Active,82,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-]
16058,2841163,1,0,Active,91,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,1,0,Active,86,C1CCN(CC1)C2=C(C(=C(C=C2)[N+](=O)[O-])N3CCCCC3)Cl
16060,135461298,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,CC1=C(C(=O)NC(=O)N1)C=NOCC2=CC=C(C=C2)OC
16061,2279440,1,0,Active,82,1,0,Active,67,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)CN4CCC5=CC=CC=C5C4
16065,1917557,1,0,Active,41,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,1,0,Active,42,CCCCC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3[N+](=O)[O-]
16066,2896853,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCN(C1CCS(=O)(=O)C1)C(=S)NC2=CC=CC=C2
16069,873637,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)CCNC(=O)CC1=CC=CC=C1[N+](=O)[O-]
16070,6898117,1,0,Active,86,1,0,Active,41,1,0,Active,82,1,0,Active,90,1,0,Active,44,C1=CC=C2C(=C1)C=CC=C2COC3=C(C=C(C=C3)Cl)C=NO
16071,2914342,1,0,Active,88,1,0,Active,64,1,0,Active,64,0,0,Inactive,0,1,0,Active,88,C1C(N(N=C1C2=CC=CS2)S(=O)(=O)C3=CC=CC=C3)C4=CC=C(C=C4)Br
16072,2898209,1,0,Active,90,1,0,Active,64,1,0,Active,44,1,0,Active,65,1,0,Active,86,CC1=CC=C(C=C1)NC(CNS(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=CC=C3
16077,2370980,1,0,Active,84,1,0,Active,42,0,0,Inactive,0,1,0,Active,64,1,0,Active,87,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)NC4=CC=CC=C4
16079,1327653,1,0,Active,45,0,0,Inactive,0,1,0,Active,45,1,0,Active,40,1,0,Active,91,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2N4CCC5=CC=CC=C5C4
16082,2132309,1,0,Active,95,1,0,Active,86,1,0,Active,85,0,0,Inactive,0,1,0,Active,84,CC1=C(C(=NN1S(=O)(=O)C2=CC=CS2)C)SC3=CC=C(C=C3)[N+](=O)[O-]
16084,1327610,1,0,Active,84,1,0,Active,41,1,0,Active,41,1,0,Active,86,1,0,Active,85,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NC(=C(N2)C3=CC=CS3)C4=CC=CS4
16086,5332647,1,0,Active,43,0,0,Inactive,0,1,0,Active,41,1,0,Active,43,0,0,Inactive,0,C1=CC(=CC(=C1)F)C(=O)NN=CC2=C(C=CC=C2Cl)Cl
16090,5332461,1,0,Active,86,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,C1=CC=C(C=C1)NC(=O)NN=CC2=C(C=C(C=C2)Cl)Cl
16091,5399140,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CC2=C(C=C(O2)C(=O)O)C(=NO)C1
16094,1327711,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,42,0,0,Inactive,0,COC1=CC=C(C=C1)C2=CC(=CC=C2)C(=O)NC3=CC(=C(C=C3)OC)OC
16097,686187,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,41,C1CN(CC2=CC=CC=C21)C3=NC(=CS3)C4=CC=CC=C4
16101,5407607,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,1,0,Active,41,C1=CC=C(C=C1)CC(=O)NN=CC2=CC=C(O2)Br
16104,780021,1,0,Active,84,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,1,0,Active,91,CCOC(=S)NC(=O)C1=C(C2=CC=CC=C2S1)Cl
16105,881717,1,0,Active,84,0,0,Inactive,0,1,0,Active,42,1,0,Active,84,0,0,Inactive,0,C1=CC=NC(=C1)CNC(=S)NC2=CC(=CC=C2)Cl
16116,2281861,1,0,Active,88,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,1,0,Active,90,C1=CC=C(C=C1)C2=NC(=CS2)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-]
16117,881770,1,0,Active,43,0,0,Inactive,0,1,0,Active,41,1,0,Active,42,1,0,Active,44,CC1=CC(=CC=C1)C(=O)NC2=CC(=CC=C2)OC(=O)C3=CC=CC(=C3)C
16118,1137830,1,0,Active,41,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)CSCC3=CC=CC=C3
16120,493265,1,0,Active,87,1,0,Active,43,0,0,Inactive,0,1,0,Active,86,1,0,Active,84,CC1=CC2=C(C=C1)N=C(N2)SCC3=CC=C(C=C3)[N+](=O)[O-]
16125,2055927,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)N2C(=NN=N2)SC3=C(C=C(C=C3)C(=O)O)[N+](=O)[O-]
16126,2921864,1,0,Active,91,0,0,Inactive,0,1,0,Active,43,1,0,Active,40,1,0,Active,44,C1CCCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)N3CCCCC3
16134,2281387,1,0,Active,84,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,42,CC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2C(F)(F)F)C
16146,710974,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CC1=CC=CC=C1OC2=C3C=CSC3=NC=N2
16147,869886,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)C=CC(=O)O
16163,6898098,1,0,Active,87,1,0,Active,41,1,0,Active,42,1,0,Active,88,1,0,Active,45,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)Br)C=NO
16165,2171386,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCCC1=NC(=NN1)SCC(=O)NC2=NC=CC=N2
16170,2206703,1,0,Active,88,1,0,Active,41,1,0,Active,84,1,0,Active,44,1,0,Active,44,CC(=O)C1=CC(=CC=C1)NC(=S)NC2=CC(=C(C=C2OC)OC)Cl
16186,2921946,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,1,0,Active,41,C1CN(CC1C2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Cl
16188,1566144,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,63,1,0,Active,64,1,0,Active,66,CN(CC1=CC=CC=C1)C2=NC(=NC3=CC=CC=C32)C4=CC=C(C=C4)[N+](=O)[O-]
16189,2914449,1,0,Active,88,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,45,CC(CCC1=CC=CC=C1)NS(=O)(=O)C2=CC=CC=C2
16199,2914353,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)OC)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
16210,9586576,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,C1=CC(=CC(=C1)Br)C(=O)ON=C(C2=CC=C(C=C2)Br)N
16213,2915560,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)OCC(=O)C3=CC=CC=C3
16214,2967529,1,0,Active,45,1,0,Active,91,1,0,Active,89,1,0,Active,43,1,0,Active,41,CCOC1=C(C(=CC(=C1)CNCCC2=CC=C(C=C2)S(=O)(=O)N)Cl)OCC3=CC=CC=C3.Cl
16220,1022424,1,0,Active,84,0,0,Inactive,0,1,0,Active,85,1,0,Active,43,1,0,Active,84,CC1=CC=C(C=C1)SCC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
16225,2788605,1,0,Active,82,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,43,CCOC(=O)C1=C(SC(=C1)C2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)OC
16228,875821,1,0,Active,91,1,0,Active,85,1,0,Active,90,1,0,Active,88,1,0,Active,93,C1=CC=C(C(=C1)C=CC(=O)NC2=CC=NC=C2)Cl
16233,1338135,1,0,Active,84,0,0,Inactive,0,1,0,Active,64,1,0,Active,63,1,0,Active,63,CC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)NC(=S)NC(=O)C3=CC=CS3
16236,2298907,1,0,Active,85,1,0,Active,41,1,0,Active,42,1,0,Active,43,1,0,Active,42,C1=CC=C(C=C1)CCNC(=S)NC2=CC=CC=C2F
16239,706072,1,0,Active,41,0,0,Inactive,0,1,0,Active,40,1,0,Active,85,0,0,Inactive,0,CC1=CC(=CC=C1)NC(=S)NCC2=CC=CC=N2
16241,2900292,1,0,Active,86,1,0,Active,89,1,0,Active,84,0,0,Inactive,0,1,0,Active,86,CCCCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)C
16242,1893916,1,0,Active,87,1,0,Active,86,0,0,Inactive,0,1,0,Active,86,1,0,Active,91,CSC1=C(C(=NC(=N1)N)SCC(=O)NC2=CC=C(C=C2)Cl)C#N
16253,1339742,1,0,Active,40,0,0,Inactive,0,1,0,Active,42,1,0,Active,43,1,0,Active,41,CN1C(=NN=C1SCC(=O)C2=CC3=C(C=C2)C4=CC=CC=C4C3)C5=CC=CC=C5
16258,2847560,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,65,COC1=CC=C(C=C1)C2C(=NC3=CC=C(C=C3)Br)C4=CC=CC=C4C2=O
16264,2273874,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,0,0,Inactive,0,C1=CC(=CC(=C1)Cl)C2=CC=C(O2)C(=O)NC3=CC=CC4=NSN=C43
16266,2963391,1,0,Active,43,0,0,Inactive,0,1,0,Active,83,0,0,Inactive,0,1,0,Active,85,CCS(=O)(=O)NC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=C(C=C3)C)C(=O)C4=CC=CO4
16270,2215233,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,63,CC(C)OC(=O)C1=C(C2=C(S1)N=C(C=C2)C3=CC=CC=C3)N
16278,1289514,1,0,Active,83,1,0,Active,41,1,0,Active,42,0,0,Inactive,0,1,0,Active,90,COC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2NS(=O)(=O)C3=CC=CC=C3
16288,1254592,1,0,Active,65,1,0,Active,63,1,0,Active,42,1,0,Active,63,1,0,Active,88,CC1=C(C=C(C=C1)C2=NC3=C(O2)C=CC(=C3)OC)NC(=O)CSC4=CC=C(C=C4)Cl
16292,2884521,1,0,Active,93,1,0,Active,87,1,0,Active,41,1,0,Active,85,1,0,Active,86,CC1=CC=CC=C1OCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O
16293,9567370,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(CC(=O)ON=C(C1=CC=CC=N1)N)S(=O)(=O)C2=CC=CC=C2
16294,2215403,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCCC1=NC2=CC=CC=C2C(=O)N1C3=C(C=C(C=C3)Cl)[N+](=O)[O-]
16296,2960253,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,CC1=NC2=C(C3=C(S2)COC(C3)(C)C)C(=N)N1N
16298,5348009,1,0,Active,43,1,0,Active,85,1,0,Active,41,1,0,Active,40,0,0,Inactive,0,CCOC(=O)C1=C(N=C2N(C1C3=CC=CS3)C(=O)C(=CC4=CC(=CC=C4)O)S2)C5=CC=CC=C5
16307,1302929,1,0,Active,46,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,1,0,Active,41,CCOC1=CC(=C(C=C1)OCC)C2=[N+](C3=CC=CC=C3N(C2=O)OCC4=CC=CC=C4C(=O)OC)[O-]
16308,2884523,1,0,Active,89,1,0,Active,83,1,0,Active,41,1,0,Active,86,1,0,Active,44,CC1=CC=C(C=C1)OCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O
16315,2891886,1,0,Active,44,1,0,Active,66,1,0,Active,43,1,0,Active,88,1,0,Active,87,C1CN(CCC1CN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)CC(COC5=CC6=CC=CC=C6C=C5)O.Cl
16318,2275069,1,0,Active,84,0,0,Inactive,0,1,0,Active,87,1,0,Active,41,1,0,Active,41,C1=CC(=CC(=C1)N2C(=O)C=CC2=O)C(=O)NC3=C(C=C(C=C3)Cl)Cl
16319,1068280,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)N(C(=N3)C4=CC=CS4)C5=CC=C(C=C5)Br
16325,886589,1,0,Active,62,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,0,0,Inactive,0,C1CCC(CC1)NC(=S)NC2=C(C=C(C=C2)Cl)Cl
16328,5911851,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,91,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)NC(=O)NC=CC2=CC=C(C=C2)Cl
16330,2274268,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,C1CCC2=C(C1)C3=C(C=C(C=C3)OC4=C(C=C(C=C4)C(F)(F)F)[N+](=O)[O-])OC2=O
16338,2893146,1,0,Active,87,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,1,0,Active,42,CC1CCN(CC1)C2=C(C=C(C=C2)S(=O)(=O)NC3=CC(=CC(=C3)C(=O)O)C(=O)O)[N+](=O)[O-]
16339,1913126,1,0,Active,63,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,63,1,0,Active,83,CCC(CC)(C(=O)C=CC1=CC=C(C=C1)Br)C(=O)OCC
16342,2218619,1,0,Active,85,0,0,Inactive,0,1,0,Active,41,1,0,Active,63,1,0,Active,86,CC1=C2C(=CC=C1)SC(=N2)NC(=O)C3C4=CC=CC=C4OC5=CC=CC=C35
16350,2891964,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,83,0,0,Inactive,0,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N3CCC(CC3)CN4C(=O)C5=CC=CC6=C5C(=CC=C6)C4=O
16363,974699,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)SCC(=O)NNC(=O)C2CCCCC2
16365,5339813,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CCOC(=O)NN=CC1=CC=C(O1)C
16370,2967412,1,0,Active,100,1,0,Active,95,1,0,Active,89,1,0,Active,90,1,0,Active,46,C1=CC(=CC=C1COC2=C(C=C(C=C2)Br)CNCC3=CC=NC=C3)F.Cl
16375,2884704,1,0,Active,91,0,0,Inactive,0,1,0,Active,86,0,0,Inactive,0,1,0,Active,42,CC12C3C(C(C4=CC=CC=C41)C5=CC=CC=C25)C(=O)N(C3=O)CC6=CN=CC=C6
16376,6897858,1,0,Active,41,0,0,Inactive,0,1,0,Active,41,1,0,Active,43,1,0,Active,41,CCOC1=C(C=CC(=C1)C=NN2C=NN=C2)OC(=O)C3=CC(=CC=C3)[N+](=O)[O-]
16378,729367,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC(=O)C1=C(SC(=C1)C2=CC=CC=C2)NC(=O)C(C)(C)C
16379,2894008,1,0,Active,40,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,1,0,Active,65,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CSC3=NC4=C(C5=CC=CC=C5N4CCC6=CC=CC=C6)N=N3
16385,1339800,1,0,Active,87,1,0,Active,85,1,0,Active,86,0,0,Inactive,0,1,0,Active,85,CCN1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)Br)NS(=O)(=O)C4=CC=C(C=C4)C
16391,2960075,1,0,Active,65,1,0,Active,42,1,0,Active,87,1,0,Active,84,1,0,Active,82,CC1=C(SC=C1)C2C(C(=O)N2CC3=CC4=C(C=C3)OCO4)OC5=CC=CC=C5C
16398,2889688,1,0,Active,87,0,0,Inactive,0,1,0,Active,63,0,0,Inactive,0,1,0,Active,63,COC1=C(C=C(C=C1)CCNC2=C(C=CC(=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4F)[N+](=O)[O-])OC
16401,2964786,1,0,Active,98,1,0,Active,89,1,0,Active,85,1,0,Active,44,1,0,Active,84,CS(=O)(=O)N1C(CC(=N1)C2=CC=C(C=C2)Br)C3=CC4=C(C=C3)OCO4
16408,2962121,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)C2=NC(C(=O)N2)(C(F)(F)F)NS(=O)(=O)C3=CC=CC=C3
16409,2962085,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)N2C3=C(C(=O)NC2=O)C(C(=O)N3)(C(F)(F)F)NS(=O)(=O)C4=CC=C(C=C4)C
16412,5710160,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC(=O)CC1=CSC(=N1)NN=CC2=CC=C(C=C2)C(F)(F)F
16413,2962400,1,0,Active,90,1,0,Active,47,1,0,Active,43,1,0,Active,88,0,0,Inactive,0,COC1=C(C(=CC(=C1)CNC2CCCC2)Cl)OCC3=CC=CC=C3Cl.Cl
16423,2215404,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C3(CCCC3)C(=O)NC4=CC=C(C=C4)OC
