No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2d6_action,cyp2d6_warning,cyp3a4_action,cyp3a4_warning,cyp1a2_action,cyp1a2_warning,cyp2c9_action,cyp2c9_warning,relation_task1,cyp2c9_score,Smile
13698,5261757,0,1,0,0,1,0,1,0,1,0,,41,C=CCNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4
13699,990304,1,0,0,0,0,0,0,0,1,0,,86,CC1=CC=C(C=C1)NC(=O)NNC(=O)CN2C(=O)C(=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)C#N
13700,823205,0,0,0,0,0,0,0,1,0,1,,21,CC(=O)NC1=CC=C(C=C1)C2=NN(C(=O)SC2)CC#N
13701,3711958,1,0,0,0,1,0,1,0,0,1,,10,CCCCNC(=S)NNC(=O)CCN1C(=C(C(=N1)C)Br)C
13702,5431051,1,0,0,0,1,0,1,0,0,1,,10,C=CCN1C=C(C2=CC=CC=C21)C=NNC(=O)C3=CC4=C(O3)C=CC5=CC=CC=C54
13703,1017322,1,0,0,0,1,0,1,0,0,1,,20,CCOC1=C(C(=CC(=C1)CNC2=CC=C(C=C2)OC)Br)OCC(=O)NC(C)(C)C
13704,5112708,1,0,0,0,0,1,0,0,1,0,,41,CCOC(=O)C1=C(N(C(=S)NC1C2=CC=CC=C2Cl)C)C
13705,1016499,1,0,0,0,0,0,1,0,1,0,,87,C1=CC=C(C(=C1)C(=O)NC2=CC(=CC=C2)NC(=S)NC(=O)COC3=CC=CC=C3Cl)Cl
13706,2980424,0,0,1,0,0,0,1,0,0,0,,0,CC(CNCC1=CC=C(C=C1)C2=CC=CC=C2)O.Cl
13707,5013936,0,1,0,0,0,0,0,0,0,1,,20,COC(=O)C1=NN(C2=C1C(=O)N(C2=O)C3=CC=C(C=C3)F)C45CC6CC(C4)CC(C6)C5
13708,6872980,1,0,0,1,1,0,1,0,1,0,,41,CC1=CC=CC=C1C(=O)NN=CC2=CC=NC=C2
13709,11835442,0,1,1,0,0,0,0,0,0,0,,0,CC1(CC(CC(N1CC(COCCOC2=CC=C(C=C2)Br)O)(C)C)O)C
13710,3487142,1,0,0,0,0,1,1,0,1,0,,87,CSC1=C(C(C2=C(N1)C3=CC=CC=C3C2=O)C4=CC=CC=C4Cl)C#N
13711,7314901,1,0,0,1,0,1,1,0,0,1,,10,CC1=CC(=CC=C1)NC(=O)CCSC2=NC(=CC(=N2)C)C
13712,1211197,1,0,0,0,1,0,0,0,0,0,,0,CC1=C(C=C(C=C1)N2C(=NN=C2SCC(=O)N3CCC4=CC=CC=C4C3)C)C
13713,4415535,0,1,0,0,0,0,0,0,0,0,,0,CCNC(=S)NNC(=O)C1=NOC(=C1)C
13714,842961,0,1,0,0,1,0,0,1,0,1,,20,CC1=CN(N=C1)CCC(=O)NNC(=S)NC2=CC(=CC=C2)Cl
13715,842925,0,1,0,0,0,1,0,0,0,0,,0,CC1=CN(N=C1)CCC(=O)NNC(=S)NC2=CC=C(C=C2)F
13716,7605374,0,1,0,0,0,0,1,0,1,0,,43,C1=CC=C(C=C1)C=C(C#N)C2=NC3=C(N2)C=CC=N3
13717,1214671,1,0,0,1,0,1,1,0,1,0,,46,CC1=NN=C(C2=CN(N=C12)C3=CC=CC=C3Cl)C4=CC(=CC=C4)Br
13718,9500143,0,0,0,0,0,1,0,0,0,1,,21,CCOC(=O)C1=C(N=C2C(=C1C3=CC=C(C=C3)Cl)C4=C(S2)C(=O)N(N=N4)C5=CC=C(C=C5)C(=O)C)C
13719,9500132,1,0,0,0,0,1,0,0,0,1,,20,CCOC(=O)C1=C(N=C2C(=C1C3=CC=C(C=C3)OC)C4=C(S2)C(=O)N(C=N4)C5=CC=C(C=C5)C)C
13720,11958372,1,0,1,0,1,0,0,1,1,0,,42,CC1(C(N(C(=S)S1)NC(=O)NC2=CC=CC=C2)N(C(=O)NC3=CC=CC=C3)O)C
13721,8145808,0,1,0,0,0,0,0,0,0,0,,0,C1CCC(=NNC(=O)CC(=O)NCCC2=CC=CC=C2)C1
13722,850382,0,1,0,0,0,0,1,0,0,0,,0,C1CCC2=NOC(=C2C1)C(=O)NC3=CC4=CC=CC=C4C=C3
13723,11958373,1,0,0,1,1,0,1,0,0,1,,10,COC1=CC=CC=C1OCCN2C(=O)C(=CC3=CC=CO3)SC2=O
13724,7285210,1,0,0,0,1,0,1,0,1,0,,64,CCSC1=NC2=CC=CC=C2N1C(=O)C=CC3=CC(=C(C=C3)OC)OC
13725,7309570,1,0,0,0,0,0,1,0,1,0,,84,CCCCSC1=CN2C=C(N=C2C=C1)C3=CC=C(C=C3)C#N
13726,1716538,1,0,0,0,0,0,0,0,0,0,,0,C1CCC2=C(C1)C(C(=C(N2C3=CC=CC=C3F)N)C#N)(C(F)(F)F)C(F)(F)F
13727,4065991,1,0,0,1,1,0,0,0,0,0,,0,CCN1C(=NN=C1SCC(=O)NC2=C(C=CC(=C2)F)C)CNC(=O)COC3=CC=C(C=C3)C(C)C
13728,1231538,1,0,0,0,1,0,0,0,0,0,,0,C1COCCN1C(=O)C2=CC=CC=C2C(=O)NC3=CC4=C(C=C3)N=C(S4)SCC5=CC=C(C=C5)Cl
13729,839208,0,0,0,0,0,0,0,0,0,1,,20,CCC1=NN(C(=C1Cl)C2=NNC(=S)N2N)C
13730,4170327,1,0,0,0,1,0,1,0,1,0,,42,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN=C4CCCC4
13731,1818166,1,0,0,1,0,1,0,1,1,0,,41,CCCCCCCCSC1=NN=C(O1)CSC2=NN3C(=CC(=NC3=N2)C)C
13732,822356,1,0,0,0,0,0,0,1,1,0,,43,C1=CC=C(C=C1)C(=CS(=O)(=O)C2=CC=CC=C2)C3=CC=CC=C3
13733,5095694,1,0,0,0,0,0,0,0,0,1,,20,C1CCC2C(CC1)C3(C2C(=O)OC4=CC=CC=C43)O
13734,35757,0,1,0,0,0,0,0,1,0,0,,0,CC(=O)NC1=CC=C(O1)C(=O)OC
13735,766972,0,1,0,0,0,0,1,0,0,0,,0,CC1=C(C=C(C=C1)N2C(=C(C(=N2)C)NC(=O)C)C)C
13736,3129459,1,0,0,0,0,1,1,0,1,0,,87,CC(=O)N1C(OC(=N1)C2=CC(=CC=C2)[N+](=O)[O-])C3=CC=CC=C3Cl
13737,827481,0,1,0,0,0,0,1,0,0,1,,20,C1=CC=C2C(=C1)N=C3N2C=C(C=C3)[N+](=O)[O-]
13738,6402472,1,0,0,0,0,0,1,0,1,0,,42,C1CSCCN1C2=C(N=NC(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4
13739,852309,0,0,0,0,0,1,1,0,0,0,,0,CCSC1=NC(=NC(=C1)N2CCCC2)C3=CC=C(C=C3)F
13740,11958374,0,0,0,0,0,0,0,0,0,1,,21,CC1CC(=O)NN=C1C2=CC=C(C=C2)N3CCN(CC3)C(=O)CC4=CC=C(C=C4)OC
13741,852308,0,1,0,0,0,1,1,0,0,1,,21,CC(C)SC1=NC(=NC(=C1)N2CCOCC2)C3=CC=C(C=C3)Cl
13742,6412256,1,0,1,0,0,0,1,0,1,0,,43,CC1=CC=C(C=C1)CSC2=NC3=C(C4=CC=CC=C4NC5(O3)C6=C(C=CC(=C6)F)NC5=O)N=N2
13743,589606,0,1,0,1,0,1,0,1,0,0,,0,CC(C)N1C(=O)C2=CC=CC=C2N=N1
13744,3688570,0,0,0,0,1,0,0,1,0,1,,20,CC1=C(C(=CC=C1)NC(=O)C2=CC(=CC=C2)N3C(=O)C4C5CCC(C5)C4C3=O)C
13745,831892,1,0,0,0,0,0,1,0,0,1,,10,CCN1C(=C(C2=C1C=CC(=C2)C(=O)NC3=CC(=CC=C3)Cl)C)C
13746,5947041,1,0,0,0,0,0,1,0,0,0,,0,CC1(CC(=NNC(=O)CCCOC2=C(C=C(C=C2)Cl)Cl)CC(=O)C1)C
13747,6859828,1,0,0,1,0,0,1,0,1,0,,86,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=C(O2)C=NN3C=NN=C3
13748,6877371,1,0,0,0,0,1,0,0,1,0,,87,C1=CC=C2C(=C1)C=CC=C2CC(=O)NN=CC3=CC=C(O3)SC4=NC5=CC=CC=C5S4
13749,5055591,0,1,0,0,0,0,0,0,0,0,,0,CC1=NC2=C(C=C1)C(=O)CC(C2)(C)C
13750,901294,1,0,0,0,1,0,1,0,1,0,,40,C1=CC(=C(N=C1)SC2=CC=C(C=C2)Cl)N
13751,1214497,0,0,0,0,0,0,0,0,0,0,,0,CC1=NC(=CC=C1)SC2=C(N=CN2C)[N+](=O)[O-]
13752,901275,1,0,0,0,0,0,0,0,0,1,,22,CC1=CC=C(C=C1)SC2=C(N=CN2C)[N+](=O)[O-]
13753,5077516,0,0,0,0,1,0,0,0,0,1,,20,CN1C(=C(C(=O)N(C1=S)C)C(C2=CC=CC=N2)C3=C(N(C(=S)N(C3=O)C)C)O)O
13754,3533883,1,0,0,0,0,0,1,0,1,0,,43,CCCC1C(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
13755,736368,1,0,0,1,1,0,1,0,0,1,,20,COC1=CC=C(C=C1)C(=O)C2=C(C3=CC=CC=C3N=C2)C4=CC=CC=C4
13756,1630815,0,0,0,0,0,0,1,0,0,0,,0,C1=NN(C2=C1C(=NC=N2)SCC#N)CCO
13757,1589781,1,0,1,0,1,0,1,0,1,0,,44,CC1=CC(=CC=C1)OCCSCC2=NC3=CC=CC=C3N2
13758,844536,0,0,0,0,0,0,0,0,0,0,,0,CCN1C(=C(C=N1)C=CC(=O)NCC2=CN(N=C2C)C)C
13759,997540,1,0,0,0,1,0,0,1,1,0,,88,C1=CC=C(C(=C1)CN2C=CC(=N2)NC(=O)C3=CC=C(O3)COC4=C(C=CC(=C4)Cl)Cl)F
13760,5075158,1,0,0,0,0,0,0,1,1,0,,84,CC1=C(C(=NN1CC2=C(C(=C(C(=C2F)F)F)F)F)C)NC(=O)C3=CC=CC(=C3)COC4=CC=C(C=C4)Cl
13761,9707562,0,1,0,0,0,0,0,0,1,0,,42,CCCCCCC(=O)NC1=CC=C(C=C1)C(=O)NN=CC2=CN=CC=C2
13762,11958376,0,1,1,0,0,0,1,0,0,0,,0,CCN(CCO)CC1=CSC2=C1C(=CC=C2)Br.Cl
13763,9679769,1,0,0,0,0,0,1,0,0,1,,20,C1CCC2=C(C1)N=C(S2)NN=CC3=CC=CC=C3Cl
13764,6876972,1,0,1,0,1,0,1,0,1,0,,41,COC1=CC=CC=C1C=NNC(=O)CC(=O)NC2=CC(=C(C=C2)Cl)Cl
13765,5435224,1,0,0,1,0,1,1,0,1,0,,86,C1=CC=NC(=C1)SC2=CC=C(O2)C=NNC(=O)C3=CC(=CC=C3)Br
13766,1819450,1,0,0,0,0,1,1,0,0,0,,0,COC1=C(C=C(C=C1)C=C2C3=C(C(=CC=C3)OC)C(=O)O2)OC
13767,9564959,1,0,0,0,0,1,1,0,0,0,,0,COCC(=O)NN=CC1=CC=C(O1)SC2=NC3=CC=CC=C3S2
13768,1763027,0,1,0,0,0,1,0,0,1,0,,87,CC1=C(C(=C(S1)NC(=O)C2=CC=C(C=C2)OCC(C)C)C(=O)N)C3=C(C=C(C=C3)Cl)Cl
13769,1015267,1,0,0,0,0,1,0,1,0,1,,22,CCC1=CC(=C(C=C1)OCC(=O)NC(=S)NC2=C(C=C(C=C2)C)C)Br
13770,3378191,1,0,0,0,1,0,0,0,1,0,,42,CC1=CC(=C(C=C1)C)C(=O)COC(=O)C2=CC=CC=C2N3C(=O)C4C5CCC(C5)C4C3=O
13771,3632817,1,0,0,0,0,0,1,0,0,1,,20,COC(=O)C1C2CCC(C2)C1C(=O)OCC(=O)C3=CC=CC=C3
13772,830153,0,0,0,0,0,0,0,1,0,1,,10,CN1C2=CC=CC=C2N(C1=O)CC#N
13773,901566,1,0,0,1,0,0,1,0,0,1,,20,CC1=NC2=C(C=CS2)C(=O)N1C3=CC(=CC=C3)Cl
13774,901565,1,0,0,1,0,0,0,0,0,0,,0,CC1=NC2=C(C=CS2)C(=O)N1C3=CC=CC=C3Cl
13775,4326570,0,1,0,0,1,0,0,0,0,0,,0,CCC1=CC=C(C=C1)C(=O)COC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCC(CC3)C
13776,6402471,1,0,0,0,0,0,1,0,1,0,,41,C1CSCCN1C2=C(N=NC(=N2)C3=CC=C(C=C3)Br)C4=CC=CC=C4
13777,5060415,1,0,0,0,0,0,0,0,1,0,,42,CCCCN1C2=C(C(=O)CC(C2)(C)C)C(C1=O)(C(F)(F)F)NC(=O)C3CC3
13778,823300,1,0,0,0,0,0,0,1,0,1,,10,CC1=CC(=NN1CC2=CC=CC=C2F)[N+](=O)[O-]
13779,1046867,1,0,0,1,1,0,0,0,0,0,,0,CCN1C=C(C(=O)C2=CC=CC=C21)C3=NN=NN3C4=CC=C(C=C4)Cl
13780,4611237,1,0,0,0,0,1,0,0,1,0,,88,CCN1C2=C(C=C(C=C2)N=C3N(C(=O)C(S3)CC(=O)NC4=CC=CC=C4OC)C)C5=CC=CC=C51
13781,7285520,1,0,0,1,0,0,1,0,1,0,,42,C1=CC=C(C=C1)SCCCN2C=NC3=CC=CC=C3C2=O
13782,739551,0,0,0,0,0,0,0,0,0,0,,0,CN1C(=C(C=N1)[N+](=O)[O-])C(=O)N2CCOCC2
13783,135467635,1,0,0,0,0,0,0,1,1,0,,84,CCN1C(=C(SC1=NC2=CC=C(C=C2)C)C=C3C=NC4=CC=CC=C43)O
13784,2994115,1,0,0,1,1,0,1,0,1,0,,42,CC1=CC=C(C=C1)SCCCN2C=NC3=CC=CC=C3C2=O
13785,6480445,1,0,0,0,1,0,1,0,0,1,,10,COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)SCC3(OCCO3)C4=CC=CC=C4
13786,6877462,1,0,0,1,0,0,0,0,1,0,,85,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NN=CC3=CC(=CC=C3)OC
13787,2831754,1,0,1,0,0,1,1,0,1,0,,87,CC1=CC(=CC=C1)NC(=O)C2(CC2(Cl)Cl)C3=CC=CC=C3
13788,824939,0,1,0,0,0,0,1,0,0,0,,0,CC1=CC(=CC(=O)N1C)OC(=O)C2=CC=CC=C2Br
13789,9558636,0,0,0,0,0,0,0,1,1,0,,63,COC1=C(C=CC(=C1)C=NNC(=O)C2=CC(=CN=C2)Br)OC(=O)C3=CC4=C(C=C3)OCO4
13790,3761713,1,0,0,1,1,0,1,0,1,0,,90,CC1=C(C(C2=C(N1)CCCC2=O)C3=C(C=CC(=C3)OC)OC)C(=O)NC4=NC5=CC=CC=C5S4
13791,824938,0,0,0,0,0,0,1,0,1,0,,41,CC1=CC(=CC(=O)N1C)OC(=O)C2=CC=CC=C2Cl
13792,824940,0,0,0,0,0,0,1,0,1,0,,40,CC1=CC(=CC(=O)N1C)OC(=O)C2=CC=C(C=C2)Cl
13793,834562,1,0,0,1,0,1,1,0,0,1,,20,C1=CC=C(C(=C1)CNC2=CC(=C(C=C2)F)Cl)F
13794,3482705,1,0,0,1,0,0,0,1,1,0,,41,C1=CC=C(C=C1)NP(=O)(NC2=CC=CC=C2)OC3=CC(=CC=C3)Cl
13795,992681,1,0,0,1,1,0,0,1,0,1,,22,CCCC1=CC2=C(C=C1NC(=O)C3=CC=C(C=C3)Br)OCO2
13796,135481902,0,0,0,0,0,0,1,0,1,0,,44,CCC1=C(N=C2N(C1=O)C3=CC=CC=C3S2)O
13797,4693206,1,0,0,0,1,0,0,0,1,0,,90,COC1=CC=C(C=C1)N2C(NC3=CC=CC=C3C2=O)C4=C(C=CC(=C4)Cl)OCC(=O)OC
13798,852895,0,1,0,0,0,0,1,0,0,1,,10,CC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2Cl)OCCCO3
13799,11958378,1,0,1,0,0,0,1,0,0,1,,20,C1=CC(=CC=C1CCNCC2=CC(=C(C=C2)Cl)Cl)F.Cl
13800,5951878,1,0,0,0,1,0,1,0,0,0,,0,C1CN2C(CNC(=CC(=O)C3=CC=CC=C3)C2=O)C4=CC=CC=C41
13801,823858,0,1,0,0,0,0,0,1,0,1,,10,CC1=CC(=CC(=C1)OCC(=O)NC2=CC=C3CCC4=C3C2=CC=C4)C
13802,11841561,0,1,0,0,1,0,0,0,1,0,,44,CC1=C(C(=C2C3=C(C(=O)NC(N3)C4=CC=C(C=C4)OC)SC2=N1)C5=CC=C(C=C5)Cl)C(=O)C
13803,852515,0,1,0,0,0,0,1,0,0,1,,20,CCC1=C(C(=C2C(=N1)N(N=C2SC)C3=CC=CC=C3)N)C(=O)OC
13804,853783,0,0,0,0,0,0,0,1,0,0,,0,C=CCN(CC=C)C(=S)NC1=CC=CC=C1
13805,847924,1,0,1,0,1,0,1,0,0,1,,20,CCCC1=CC2=C(C=C1NC(=O)C3=CC=CC=C3C)OCO2
13806,11958379,1,0,1,0,1,0,1,0,0,1,,20,CCOC1=C(C(=CC(=C1)CNCC2=CC=CS2)Br)OC.Cl
13807,135510978,0,0,0,0,0,0,1,0,0,0,,0,CC1=C(C=C(C=C1)C(=O)NN=CC2=CC=CN2)[N+](=O)[O-]
13808,5434357,0,1,0,0,0,0,0,1,0,1,,20,CC1=CC(=CC=C1)C(=O)NN=C(C)C2=CC(=CC=C2)NC(=O)C3=CC=CO3
13809,902723,0,1,0,0,0,0,1,0,1,0,,62,CC(=O)NC1=CC=CC=C1C(=O)OCC(=O)C2=CC3=CC=CC=C3C=C2
13810,6876815,1,0,0,1,0,0,1,0,1,0,,86,C1=CC=C(C(=C1)C=NNC(=S)N)OCC2=CC(=CC=C2)Cl
13811,4319123,0,1,0,0,1,0,0,1,1,0,,42,CC(C1=CC=CC=C1)NC(=O)C2=CC=C(O2)CN3C=C(C=N3)[N+](=O)[O-]
13812,700464,1,0,0,1,0,0,1,0,1,0,,41,COC(=O)C1=C(C=CS1)NC(=O)CSC2=CC=C(C=C2)Cl
13813,833411,1,0,0,0,1,0,1,0,0,1,,10,CC1=CC(=CC=C1)OCC(=O)NC(=S)N2CCCC3=CC=CC=C32
13814,1218310,1,0,0,1,1,0,1,0,1,0,,84,CCC(=O)NC1=CC=CC=C1C(=O)OCC(=O)C2=CC=CC3=CC=CC=C32
13815,900059,1,0,0,0,0,0,1,0,1,0,,41,CCOC(=O)C1=CC=C(C=C1)C2=CC=C(O2)CO
13816,4252016,1,0,0,0,0,0,1,0,1,0,,85,CC(=O)N1C(OC(=N1)C2=CC(=CC=C2)[N+](=O)[O-])C3=C(C=C(C=C3)Cl)Cl
13817,995672,1,0,0,0,0,1,1,0,0,1,,20,COC1=C(C=C(C(=C1)C(=O)OC)NC(=O)CSC2=CC=CC=C2)OC
13818,6021157,0,1,0,0,1,0,0,1,1,0,,86,CC1=C(SC=N1)C(=O)N2C(C3CCCC(=CC4=CC=CC=C4)C3=N2)C5=CC=CC=C5
13819,54688734,1,0,0,0,0,1,1,0,0,1,,20,CCC1=C(C=C(N(C1=O)C2=CC=CC=C2)C3=CN=CC=C3)O
13820,11958382,1,0,1,0,0,0,0,1,0,0,,0,CCCCCNCC1=CC(=CC=C1)Br.Cl
13821,2978342,1,0,1,0,1,0,1,0,1,0,,93,CC1=C(C=C(C=C1)NC2=NN=C(C=C2)N3C=CN=C3)C
13822,6104810,0,1,0,1,0,0,1,0,0,1,,20,CC1=CC=C(C=C1)C=CC2=NN=C(O2)C3=CC=CS3
13823,11842297,1,0,0,1,0,0,1,0,1,0,,41,CCC(C)C1=CC=C(C=C1)NC2=C(C=CC=N2)C#N
13824,833649,1,0,1,0,0,0,1,0,0,1,,20,C1=CC=C(C=C1)CCC2=NN=C(O2)C3=C(C=C(C=C3)Cl)Cl
13825,11958384,1,0,1,0,0,0,1,0,0,0,,0,CCCCCCNCC1=CC(=CC=C1)Br.Cl
13826,847906,1,0,0,1,1,0,1,0,0,1,,10,CCCC1=CC2=C(C=C1NC(=O)C3=CC=CC=C3Cl)OCO2
13827,9774180,1,0,0,0,0,0,1,0,1,0,,84,C1=CC=C(C=C1)COC2=CC=CC3=C2N=C(C=C3)C=NNC(=O)C4=CC=C(C=C4)Br
13828,6873550,0,0,0,0,0,0,0,0,1,0,,87,CC1=CC(=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN=CC4=CC(=C(C=C4)OC)COC(=O)C)C
13829,824943,0,0,0,0,0,0,0,1,0,1,,20,CC1=CC=C(C=C1)C(=O)OC2=CC(=O)N(C(=C2)C)C
13830,900999,1,0,0,0,0,0,0,1,0,0,,0,CN1C(=NN=N1)SCC2=CC=CC=C2[N+](=O)[O-]
13831,4108328,1,0,0,0,0,0,0,0,0,0,,0,CCCCCCC(C)N1C=C(C(=O)NC1=O)C(=O)C
13832,54683847,0,1,0,0,0,1,0,1,0,1,,20,CCC1=C(C=C(N(C1=O)C2=CC=C(C=C2)Cl)C3=CN=CC=C3)O
13833,6876837,0,0,0,0,0,0,0,0,0,1,,10,CC1=C(C=C(C=C1)C(=O)NN=CC2=C(N(C(=C2)C)C3=CC=C(C=C3)Br)C)[N+](=O)[O-]
13834,990326,1,0,0,0,0,0,0,1,1,0,,42,C1C(=NN2C(=NN=C2S1)CN3C4=CC=CC=C4N=N3)C5=CC=C(C=C5)C6=CC=CC=C6
13835,1214495,1,0,0,0,1,0,0,0,0,0,,0,CC(C)CN1C(=C(N=C1C(C)C)[N+](=O)[O-])S(=O)(=O)C2=CC=C(C=C2)F
13836,1214668,1,0,0,1,0,1,1,0,1,0,,44,CC1=NN=C(C2=CN(N=C12)C3=CC=C(C=C3)Br)C4=CC(=CC=C4)Br
13837,4085478,1,0,0,0,1,0,0,0,1,0,,44,CC1=C(C(C2=C(N1)C3=CC=CC=C3S2(=O)=O)C4=CC(=C(C(=C4)OC)OC)OC)C(=O)OCCC#N
13838,4414752,1,0,0,0,1,0,0,0,1,0,,43,CC1=C(C(N2C(=C(SC2=N1)C#N)N)C3=CC=C(C=C3)OC)C(=O)OC
13839,54687627,0,1,0,0,0,0,0,1,1,0,,41,CC1=C(N(C(=O)C(=C1O)C(=O)C)C2=CC=CC=C2)C3=CC=CC=C3
13840,2785101,1,0,0,0,0,1,1,0,1,0,,41,C1=CC=C(C=C1)CC2(C(=O)C3=CC=CC=C3NC2=O)Cl
13841,11841560,0,1,0,0,1,0,0,0,1,0,,87,CC1=C(C(=C2C3=C(C(=O)NC(N3)C4=CC=CC=C4)SC2=N1)C5=CC=C(C=C5)OC)C(=O)C
13842,7315398,0,1,0,0,0,0,1,0,0,1,,22,CCCSC1=NC(=NC(=C1)N2CCCC2)C3=CC=CC=C3
13843,850471,0,1,0,0,0,0,1,0,0,1,,10,CC1=C(C(=CC=C1)NC(=O)C2=C3CCCCC3=NO2)C
13844,4327791,1,0,0,0,0,1,1,0,1,0,,87,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3N=C2SCC4=CC=CC=C4Cl
13845,11958386,1,0,1,0,1,0,1,0,0,1,,20,CCOC1=C(C(=CC(=C1)CNCCO)Br)OCC2=CC=CC=C2Cl.Cl
13846,4326203,0,1,1,0,1,0,0,0,0,1,,21,CCN1CCN(CC1)C(C2=CC=CC=N2)C3=C(SC(=C3C)C)NC(=O)C4=CC=CC=C4
13847,11836085,1,0,1,0,1,0,1,0,1,0,,62,CC(=O)C1=CC2=C(C=C1NC=CC3=NN=NN3C4=CC=C(C=C4)Br)OCO2
13848,3499283,1,0,0,0,0,1,0,0,1,0,,63,CC1=CC=CC=C1C2C(=C3N=C(C4=C(N3C5=C2C(=O)CC(C5)(C)C)SC6=C4CCCCC6)N)C#N
13849,850342,0,1,0,0,0,0,0,1,0,0,,0,CCOC(=O)C1=C(N(N=C1)C2=CC(=NC=N2)OC3=CC=CC=C3)N
13850,135510980,0,1,0,0,0,0,1,0,0,1,,23,CCCCN=C1NC(=CC2=CC=CO2)C(=O)N1C3=CC=CC=C3
13851,685908,0,1,0,0,1,0,1,0,0,0,,0,CC1=C(SC=C1)C2=NC(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4
13852,6874046,1,0,0,1,0,0,1,0,1,0,,41,COC1=C(C=C(C=C1)C=NNC(=O)C2=CC=NN2)COC3=CC=C(C=C3)Cl
13853,842923,0,1,0,0,0,0,0,1,0,1,,20,CC1=NN(C=C1C(=O)NNC(=S)NC2=CC=CC=C2)C
13854,1221964,0,0,1,0,0,0,0,0,0,0,,0,CN1CCN(CC1)NC(=O)C2=CC=C(C=C2)F
13855,4245575,0,1,0,0,0,0,0,0,0,1,,21,CCCCN1C2=C(C(=O)CC(C2)(C)C)C(C1=O)(C(F)(F)F)NC(=O)CC(C)C
13856,997446,0,1,0,0,0,1,0,0,1,0,,42,CC1=CC2=C(S1)N=C(N(C2=O)NC(=O)C3=CC=C(O3)COC4=CC=C(C=C4)F)C
13857,844731,0,1,0,0,0,0,0,1,0,0,,0,CCN1C(=C(C=N1)C(=O)NC2=NOC(=C2)C)C
13858,1817846,0,1,0,0,1,0,0,1,1,0,,41,CC1=C(C=C(C=C1)OCCNC(=O)C2=C(C=CC(=C2)N3C=NN=C3)Cl)C
13859,848614,1,0,0,0,0,0,1,0,0,1,,20,COC1=CC=CC2=CC3=C(C4=CC=CC=C4OC3=O)N=C21
13860,900907,0,0,0,0,1,0,1,0,0,1,,10,CC1=C(C(=O)OC2=C1C3=CC=CC=C3C=C2)C#N
13861,1803629,1,0,1,0,1,0,1,0,1,0,,86,CCOC1=C(C=C(C=C1Cl)C(=O)NC2=CC=CC=C2C3=CC=CC=C3)Cl
13862,6873313,1,0,0,0,0,0,0,1,0,1,,10,CC1=C(N=C(S1)NN=CC=CC2=CC=CC=C2)C3=CC=CC=C3
13863,56642898,0,1,0,0,0,0,0,1,0,0,,0,C1CCC2=C(C1)N=C(S2)NN=CC3=C(C=C(C=C3)Cl)Cl.Cl
13864,5103771,1,0,0,1,1,0,0,1,1,0,,93,CCN1C2=C(C=C(C=C2)N=C3N(C(=O)C(S3)CC(=O)NC4=CC=CC=C4)C)C5=CC=CC=C51
13865,4156521,1,0,0,0,0,0,0,0,1,0,,41,CC1=C(NC(=S)NC1C2=CC=C(C=C2)OC)C(=O)OC
13866,4383487,1,0,0,0,0,0,0,0,1,0,,41,CCOC(=O)C1=C(C(NC(=S)N1)C2=CC=CC=C2OC)C
13867,680998,0,0,0,0,0,0,0,0,0,0,,0,C1CC1C(=O)NNC(=S)NC2=CC=CC=C2
13868,6512916,0,1,0,1,0,1,1,0,1,0,,83,C1CN2C(=NC3=CC=CC=C3C2=O)C1=CC4=CC=CC=C4[N+](=O)[O-]
13869,1214455,0,0,0,0,0,0,0,0,0,0,,0,CC1=CC=C(C=C1)N2C=NC(=O)C3=C2N=CC=C3
13870,901923,0,0,0,0,0,0,0,0,0,0,,0,C1=CC=C(C(=C1)N2C=NC(=O)C3=C2N=CC=C3)F
13871,135510981,1,0,1,0,0,0,1,0,1,0,,41,CCCCN1C(=C(C(=O)N(C1=O)CC=C)C=NC2=CC(=CC=C2)[N+](=O)[O-])O
13872,5153483,1,0,0,0,0,0,1,0,1,0,,42,CCOC1=C(C=CC(=C1)C2NN=C(S2)C3=CC=CC=C3)OCC4=CC=CC=C4Cl
13873,9603177,1,0,1,0,1,0,1,0,1,0,,88,CCCCCC1CC1C(=O)NN=CC2=CC=C(C=C2)N(C)C
13874,5090858,1,0,0,0,0,0,1,0,0,1,,20,CCCCCCCCN1C=C(C(=O)NC1=O)C(=O)C
13875,1815226,0,1,0,0,0,0,1,0,0,1,,20,CCCCN1C(=O)C(=CC2=CC=C(C=C2)N(C)C)C(=O)N(C1=O)CC3=CC=CO3
